adventure_score,cultural_score,nature_score,luxury_score,budget_level,trip_duration_preference,num_days,hotel_type_encoded,activity_count,season_encoded,destination_base_price,num_travellers,total_cost_npr
0.51,0.31,0.22,0.18,0.33,10,7,2,3,1,5000,2,145050
0.6,0.8,0.67,0.94,0.08,3,3,0,5,0,10000,1,8476
0.45,0.73,0.96,0.1,0.37,5,7,2,3,0,4000,4,213434
0.77,0.9,0.3,0.26,0.93,5,3,2,6,2,10000,1,54488
0.11,0.72,0.46,0.89,0.69,7,5,0,6,2,5000,1,43561
0.22,0.4,0.38,0.04,0.43,10,7,0,1,2,2000,1,35991
0.28,0.48,0.8,0.02,0.27,5,4,2,4,0,8000,1,34623
0.95,0.49,0.23,0.85,0.05,7,3,2,3,1,10000,4,109538
0.66,0.37,0.55,0.15,0.74,7,7,0,5,1,4000,4,121866
0.81,0.75,0.49,0.54,0.36,10,3,2,3,0,4000,3,81813
0.75,0.86,0.16,0.04,0.51,5,10,1,5,2,10000,2,177076
0.98,0.79,0.82,0.4,0.82,3,10,2,1,2,2000,1,159677
0.94,0.74,0.68,0.79,0.49,7,5,2,4,2,8000,4,288440
0.75,0.69,0.99,0.23,0.64,5,4,2,1,2,10000,1,57989
0.07,0.95,0.24,0.41,0.83,14,3,0,1,0,2000,3,26866
0.83,0.68,0.07,0.45,0.12,7,7,0,6,2,4000,3,102271
0.3,0.62,0.92,0.64,0.59,10,3,1,3,1,2000,3,75375
0.8,0.75,0.77,0.42,0.59,7,7,0,4,0,5000,1,24940
0.09,0.25,0.83,0.63,0.09,10,5,0,5,1,2000,3,67214
0.7,0.45,0.61,0.09,0.68,14,3,2,4,0,6000,2,61433
0.57,0.8,0.54,0.72,0.25,3,10,1,2,1,4000,2,104133
0.33,0.11,0.15,0.84,0.2,10,4,0,4,2,10000,2,47562
0.3,0.22,0.87,0.58,0.49,10,3,0,2,0,3000,1,11208
0.79,0.43,0.71,0.9,0.37,14,3,1,4,0,4000,4,75448
0.07,0.09,0.88,0.66,0.47,14,4,0,1,0,3000,1,12421
0.2,0.66,0.55,0.56,0.48,5,10,1,1,2,2000,2,133587
0.13,0.7,0.01,0.06,0.79,3,10,2,3,2,6000,1,143386
0.92,0.86,0.8,0.19,0.47,10,4,0,2,1,6000,1,16975
0.86,0.15,0.76,0.48,0.99,3,10,0,2,2,10000,4,280871
0.23,0.26,0.06,0.43,0.87,10,3,0,6,2,4000,4,126060
0.87,0.75,0.13,0.61,0.79,10,4,0,5,2,4000,4,126503
0.6,0.42,0.56,0.7,0.78,3,5,1,4,1,5000,3,115956
0.33,0.31,0.95,0.51,0.39,14,10,2,5,2,8000,2,258837
0.69,0.98,0.53,0.62,0.06,7,5,1,5,2,3000,3,104956
0.19,0.97,0.19,0.33,0.68,7,5,2,4,2,8000,2,176491
0.79,0.8,0.69,0.19,0.69,14,10,1,2,1,6000,2,147003
0.88,0.64,0.21,0.79,0.83,5,7,1,2,1,5000,3,152330
0.34,0.25,0.07,0.12,0.38,14,7,0,1,0,10000,3,73179
0.99,0.58,0.28,0.57,0.2,3,7,2,4,2,2000,4,345780
0.12,0.18,0.36,0.8,0.05,3,5,0,5,2,4000,2,59141
0.74,0.42,0.04,0.66,0.06,3,5,2,6,1,4000,4,175469
0.62,0.57,0.27,0.55,0.84,5,3,2,5,1,10000,2,75500
0.54,0.02,0.16,0.57,0.61,7,7,0,1,0,10000,4,83543
0.61,0.89,0.92,0.28,0.0,7,7,2,5,1,5000,2,119006
0.08,0.71,0.44,0.74,0.38,14,7,0,5,1,3000,4,127305
0.32,0.5,0.62,0.84,0.61,7,4,2,1,2,10000,4,221495
0.22,0.35,0.27,0.71,0.9,10,10,1,1,2,6000,2,185667
0.45,0.8,0.39,0.35,0.38,10,7,2,4,1,2000,4,277667
0.27,0.91,0.26,0.16,0.22,14,10,2,5,0,10000,1,73423
0.76,0.09,0.92,0.09,0.7,3,5,0,5,1,5000,2,49345
0.44,0.87,0.19,0.41,0.17,3,4,0,5,0,6000,2,28973
0.94,0.89,0.24,0.81,0.2,3,3,0,3,0,6000,1,12477
0.76,0.72,0.15,0.93,0.25,3,5,0,3,2,10000,1,30677
0.06,0.13,0.05,0.16,0.13,14,5,2,3,1,3000,4,186772
0.71,0.16,0.61,0.04,0.98,5,3,1,4,2,10000,4,150999
0.54,0.4,0.53,0.96,0.94,7,10,2,6,2,5000,3,496578
0.5,0.5,0.8,0.21,0.6,7,5,0,5,1,5000,4,87401
0.31,0.2,0.02,0.44,0.64,5,7,2,6,0,8000,3,188004
0.02,0.23,0.44,0.49,0.47,10,5,0,4,0,5000,1,17221
0.64,0.1,0.37,0.35,0.91,10,3,2,3,1,10000,4,145714
0.35,0.19,0.92,0.17,0.99,5,10,1,1,0,6000,2,116846
0.02,0.4,0.8,0.46,0.62,7,5,0,5,2,2000,4,157874
0.76,0.04,0.78,0.73,0.57,3,4,1,3,2,8000,4,170578
0.27,0.14,0.91,0.09,0.38,10,4,0,1,1,2000,2,31320
0.19,0.8,0.88,0.43,0.57,5,3,0,2,0,4000,4,40787
0.47,0.98,0.92,0.49,0.08,10,5,2,6,1,10000,4,195446
0.55,0.9,0.74,0.63,0.33,5,10,2,6,1,10000,2,185408
0.48,0.33,0.51,0.5,0.72,10,3,2,3,1,2000,2,76749
0.78,0.88,0.25,0.91,0.93,14,10,1,4,2,5000,4,369808
0.08,0.16,0.48,0.93,0.07,7,3,1,4,1,3000,4,65527
0.94,0.12,0.24,0.88,0.49,10,10,0,4,1,10000,2,79229
0.8,0.34,0.6,0.59,0.85,3,3,0,6,0,3000,4,68520
0.97,0.81,0.65,0.99,0.0,5,3,0,3,1,8000,3,39052
0.04,0.89,0.33,0.04,0.58,3,10,0,2,0,5000,4,124104
0.29,0.84,0.07,0.61,0.14,10,10,1,2,2,10000,1,69374
0.69,0.03,0.85,0.67,0.69,10,5,2,3,1,8000,4,236453
0.98,0.31,0.33,0.24,0.15,5,3,0,1,2,2000,2,24962
0.15,0.07,0.77,0.69,0.58,10,7,1,1,2,8000,3,171754
0.47,0.03,0.16,0.19,0.07,3,5,1,2,1,5000,4,125806
0.32,0.13,0.33,0.97,0.42,7,10,2,2,0,10000,2,156561
0.49,0.99,0.15,0.88,0.24,14,7,1,2,2,3000,4,171943
0.36,0.34,0.61,0.34,0.1,14,4,0,2,1,8000,3,49427
0.53,0.59,0.93,0.2,0.77,3,7,2,5,2,4000,4,411430
0.02,0.59,0.97,0.06,0.83,10,7,2,5,0,4000,2,135917
0.89,0.85,0.82,0.67,0.58,10,5,0,5,0,2000,2,46613
0.4,0.43,0.96,0.8,0.27,14,7,0,5,2,10000,3,142448
0.05,0.99,0.21,0.66,0.29,3,4,1,5,2,4000,2,74477
0.01,0.43,0.33,0.25,0.48,3,4,2,6,1,3000,3,148365
0.16,0.43,0.73,0.36,0.77,7,5,2,6,2,8000,1,77487
0.12,0.94,0.95,0.07,0.77,7,4,0,4,1,2000,4,81336
0.67,0.28,0.08,0.79,0.35,10,4,2,3,2,2000,1,47915
0.34,0.52,0.69,0.19,0.99,7,3,1,4,1,2000,4,86336
0.62,0.48,0.59,0.7,0.98,5,7,2,4,1,4000,3,238454
0.45,0.0,0.36,0.99,0.93,7,7,2,1,1,10000,4,334877
0.1,0.52,0.77,0.59,0.47,14,10,2,3,0,6000,1,88548
0.25,0.54,0.43,0.04,0.11,7,4,2,3,1,3000,3,108025
0.98,0.36,0.5,0.74,0.41,3,5,1,2,2,2000,2,86433
0.85,0.36,0.1,0.26,0.33,3,4,2,2,2,10000,1,47349
0.31,0.76,0.75,0.91,0.08,14,10,2,5,1,6000,3,270778
0.93,0.31,0.88,0.09,0.33,3,4,0,1,2,2000,1,16409
0.81,0.41,0.11,0.16,0.94,5,3,1,2,0,8000,1,17147
0.22,0.71,0.17,0.96,0.86,14,4,1,1,2,6000,3,127748
0.84,0.49,0.24,0.43,0.61,10,4,2,3,1,3000,4,198873
0.58,0.27,0.62,0.89,0.71,7,10,1,1,0,5000,2,102466
0.13,0.18,0.64,0.12,0.67,5,3,0,2,2,2000,1,19065
0.97,0.28,0.11,0.0,0.21,3,3,1,1,1,3000,4,60893
0.65,0.12,0.37,0.98,0.38,14,5,1,6,0,10000,2,49698
0.19,0.67,0.95,0.24,0.49,7,7,0,3,0,5000,4,82379
0.89,0.06,0.46,0.29,0.41,7,4,1,3,0,5000,1,20365
0.59,0.35,0.64,0.45,0.69,7,7,1,3,0,5000,2,63907
0.78,0.65,0.38,0.99,0.55,5,3,1,6,1,6000,3,77148
0.86,0.52,0.31,0.4,0.06,3,4,1,3,0,10000,2,40637
0.53,0.15,0.02,0.77,0.77,10,10,1,1,1,3000,2,141052
0.72,0.42,0.7,0.27,0.2,10,10,2,5,1,2000,4,391142
0.89,0.32,0.86,0.36,0.76,14,5,1,2,1,6000,1,30060
0.57,0.14,0.41,0.04,0.47,14,3,0,6,2,5000,2,35958
0.37,0.04,0.01,0.59,0.12,7,10,1,2,0,4000,2,69853
0.81,0.79,0.54,0.63,0.76,3,7,2,3,2,3000,1,108651
0.41,0.33,0.09,0.58,0.92,7,3,1,6,1,4000,4,125737
0.03,0.1,0.63,0.02,0.28,5,4,0,6,0,8000,2,24406
0.13,0.46,0.66,0.23,0.13,3,4,1,6,1,10000,4,93985
0.83,0.16,0.38,0.17,0.04,5,7,0,1,0,3000,1,16216
0.43,0.7,0.17,0.71,0.71,14,10,2,3,1,3000,2,225725
0.61,0.79,0.28,0.26,0.21,3,4,1,3,1,10000,4,87303
0.8,0.13,0.05,0.74,0.53,3,10,1,4,2,6000,2,155430
0.54,0.23,0.13,0.91,0.51,14,10,0,2,2,6000,1,56434
0.09,0.26,0.55,0.83,0.04,10,4,0,2,2,8000,1,17486
0.44,0.42,0.63,0.08,0.76,10,4,2,3,1,2000,1,49553
0.03,0.66,0.02,0.81,0.03,7,4,2,6,2,2000,1,52539
0.95,0.1,0.78,0.54,0.37,14,3,2,2,1,4000,4,127016
0.91,0.65,0.75,0.26,0.09,5,10,2,5,2,5000,3,379950
0.77,0.15,0.82,0.29,0.62,3,5,1,4,0,6000,4,93961
0.6,0.0,0.26,0.25,0.35,7,3,1,6,2,4000,2,59440
0.12,0.41,0.8,0.51,0.99,7,3,1,3,0,10000,4,79728
0.71,0.63,0.05,0.21,0.41,14,10,1,5,1,10000,1,72449
0.64,0.94,0.92,0.18,0.06,7,3,0,4,1,10000,1,15465
0.0,0.63,0.26,0.86,0.18,10,7,0,5,0,5000,2,47641
0.4,0.24,0.67,0.14,0.4,7,4,2,5,2,8000,3,167558
0.02,0.88,0.76,0.13,0.72,14,7,0,1,1,10000,3,100687
0.04,0.39,0.95,0.63,0.16,7,5,0,2,1,10000,2,42944
0.34,0.68,0.29,0.96,0.91,3,3,1,4,1,5000,3,76813
0.96,0.53,0.92,0.02,0.23,3,5,0,5,2,6000,2,62653
0.73,0.13,0.61,0.7,0.67,7,3,1,6,2,2000,3,92904
0.22,0.97,0.82,0.19,0.53,14,5,2,1,1,8000,2,106304
0.1,0.09,0.6,0.53,0.72,3,10,0,5,0,3000,1,42545
0.49,0.13,0.64,1.0,0.04,10,3,2,1,0,10000,4,83707
0.1,0.96,0.86,0.78,0.72,14,3,0,2,0,10000,1,11663
0.11,0.78,0.11,0.13,0.6,3,4,2,4,1,5000,4,193406
0.82,0.6,0.96,0.91,0.92,14,4,1,3,2,10000,3,93408
0.31,0.07,0.12,0.53,0.77,7,3,2,3,0,3000,4,124588
0.84,0.59,0.76,0.41,0.17,5,4,2,5,2,3000,1,50524
0.34,0.42,0.09,0.93,0.7,7,4,2,5,1,8000,1,55699
0.02,0.79,0.24,0.94,0.43,3,10,2,1,0,8000,2,157297
0.04,0.19,0.99,0.52,0.2,10,7,2,1,0,5000,2,101025
0.32,0.75,0.1,0.18,0.22,7,5,0,4,2,6000,2,54677
0.49,0.85,0.42,0.56,0.9,14,4,2,3,1,8000,1,47368
0.9,0.0,0.53,0.45,0.19,7,4,1,6,2,8000,2,59326
0.23,0.37,0.72,0.05,0.67,10,3,2,1,2,4000,1,43869
0.57,0.93,0.71,0.45,0.26,5,7,2,6,2,6000,4,410229
0.81,0.87,0.66,0.83,0.64,14,7,0,5,1,3000,3,110867
0.95,0.25,0.33,0.1,0.02,14,5,2,5,0,3000,2,69539
0.78,0.82,0.29,0.14,0.97,10,10,2,1,1,6000,1,122009
0.4,0.12,0.76,0.97,0.03,10,4,2,2,1,6000,2,72423
0.33,0.66,0.91,0.65,0.9,14,4,2,5,0,10000,3,138284
0.34,0.41,0.66,0.98,0.9,14,10,1,3,0,6000,2,126751
0.36,0.68,0.43,0.27,0.78,10,10,1,3,1,8000,1,61798
0.56,0.81,0.1,0.83,0.88,5,10,1,5,1,10000,1,70220
0.27,0.54,0.24,0.8,0.31,14,5,2,1,0,10000,2,71811
0.01,0.85,0.43,0.39,0.89,3,3,0,4,2,3000,1,21127
0.81,0.33,0.97,0.85,0.05,3,7,2,1,2,8000,3,230806
0.61,0.86,0.32,0.45,0.77,14,4,2,4,2,5000,2,129912
0.22,0.28,0.02,0.5,0.44,7,7,0,1,2,5000,2,77467
0.86,0.67,0.6,0.34,0.56,3,7,2,6,1,5000,1,81802
0.93,0.07,0.78,0.02,0.94,14,5,0,2,0,3000,4,74342
0.13,0.93,0.36,0.93,0.2,10,3,1,5,0,5000,1,14210
0.1,0.6,0.0,0.11,0.75,5,10,2,3,0,5000,4,408263
0.34,0.12,0.22,0.07,0.67,7,5,1,5,0,8000,2,57193
0.14,0.4,0.51,0.97,0.09,7,5,0,2,1,3000,3,50149
0.53,0.93,0.91,0.74,0.5,14,4,0,1,0,10000,2,25529
0.49,0.82,0.54,0.18,0.63,7,10,1,2,2,6000,3,273648
0.73,0.61,0.23,0.43,0.83,14,4,0,5,0,6000,3,47000
0.23,0.75,0.96,0.02,0.79,14,10,2,6,1,5000,1,127578
0.06,0.86,0.5,0.9,0.52,5,3,1,1,1,6000,2,41527
0.17,0.22,0.35,0.67,0.09,10,5,0,3,2,5000,1,24342
0.57,0.73,0.52,0.77,0.17,14,4,1,5,1,5000,1,27974
0.77,0.27,0.43,0.61,0.29,14,3,0,2,0,10000,3,31874
0.61,0.73,0.66,0.54,0.98,14,5,2,3,2,3000,3,266864
0.74,0.51,0.63,0.65,0.28,10,10,2,4,0,8000,4,317253
0.18,0.9,0.4,0.39,0.2,5,3,2,4,1,5000,1,31526
0.63,0.97,0.49,0.53,0.38,5,10,2,4,2,5000,2,257643
0.58,0.49,0.75,0.79,0.53,14,3,1,6,0,8000,2,36082
0.27,0.03,0.89,0.36,0.99,10,10,1,6,1,6000,1,74417
0.17,0.9,0.18,0.75,0.85,7,5,0,5,1,5000,4,87757
0.83,0.61,0.19,0.25,0.95,14,10,1,4,0,10000,2,135845
0.1,0.4,0.26,0.68,0.92,5,10,1,6,1,3000,3,227465
0.58,0.4,0.59,0.87,0.22,14,10,2,3,0,3000,1,80195
0.37,0.03,0.65,0.52,0.96,14,5,0,5,1,10000,4,143713
0.82,0.22,0.19,0.63,0.12,14,10,0,1,1,6000,4,97102
0.52,0.7,0.58,0.27,0.04,7,4,1,3,0,4000,3,46811
0.83,0.2,0.22,0.17,0.62,5,7,1,6,2,2000,2,142834
0.85,0.05,0.96,0.27,0.85,3,5,0,1,1,3000,4,103005
0.95,0.12,0.59,0.47,0.06,5,7,0,3,1,3000,2,54552
0.86,0.35,0.16,0.14,0.33,10,7,0,3,2,6000,4,162693
0.44,0.3,0.17,0.49,0.34,7,5,2,6,1,8000,4,219170
0.71,0.61,0.18,0.13,0.96,3,3,2,4,1,2000,2,67765
0.16,0.31,0.64,0.59,0.88,3,4,0,6,0,10000,3,47305
0.01,0.34,0.03,0.2,0.63,14,4,2,1,1,4000,3,139444
0.38,0.59,1.0,0.49,0.5,5,7,1,6,1,8000,3,144585
0.75,0.13,0.85,0.98,0.7,7,5,0,1,2,3000,2,67234
0.82,0.74,0.19,0.06,0.2,5,3,2,3,2,2000,1,37731
0.09,0.24,0.26,0.16,0.72,10,5,0,5,0,10000,4,94212
0.09,0.46,0.79,0.9,0.48,7,5,2,3,2,8000,3,201932
0.15,0.57,0.03,0.14,0.09,10,7,2,5,0,8000,1,48959
0.87,0.72,0.96,0.65,0.18,10,4,0,4,2,8000,2,53451
0.97,0.96,0.93,0.33,0.17,14,10,2,2,2,5000,2,249110
0.8,0.66,0.59,0.64,0.24,14,4,0,2,1,8000,3,50287
0.58,0.89,0.2,0.56,0.31,10,3,1,6,2,5000,4,103106
0.39,0.25,0.02,0.33,0.87,14,7,2,6,2,2000,2,253260
0.85,0.58,0.0,0.57,0.44,5,3,1,2,2,6000,4,117962
0.5,0.11,0.49,0.9,0.33,14,10,2,2,0,3000,1,86076
0.97,0.13,0.36,0.73,0.73,3,10,0,2,0,2000,3,118108
0.61,0.94,0.88,0.52,0.51,14,7,1,6,0,8000,3,123906
0.18,0.64,0.39,0.06,0.84,3,4,0,3,1,3000,4,85731
0.57,0.79,0.32,0.46,0.35,5,4,2,5,0,2000,2,74435
0.78,0.73,0.59,0.35,0.02,7,4,1,3,2,10000,2,58049
0.2,0.0,0.42,0.47,0.21,14,7,0,5,0,3000,4,83859
0.73,0.12,0.16,0.87,0.92,10,7,1,6,0,2000,1,47682
0.12,0.38,0.1,0.91,0.04,14,3,1,2,2,4000,4,81359
0.62,0.73,0.04,0.57,0.43,7,4,2,1,2,3000,4,234524
0.3,0.52,0.15,0.79,0.18,3,5,0,5,2,5000,2,46443
0.66,0.98,0.15,0.29,0.13,14,4,2,3,1,8000,4,155449
0.74,0.66,0.81,0.21,0.67,14,5,0,6,2,5000,1,36097
0.97,0.12,0.28,0.42,0.36,7,10,1,4,1,10000,2,96544
0.94,0.89,0.78,0.03,0.99,3,7,0,3,2,3000,4,194940
0.28,0.17,0.62,0.44,0.72,3,7,1,5,0,5000,2,73641
0.28,0.65,0.9,0.34,0.26,5,3,0,6,2,10000,3,40223
0.12,0.62,0.91,0.41,0.5,10,5,1,3,2,2000,3,138929
0.78,0.35,0.29,0.84,0.95,7,7,0,2,1,5000,4,94433
0.55,0.77,0.8,0.51,0.04,3,7,2,2,0,5000,4,181525
0.16,0.52,0.54,0.52,0.81,7,7,0,2,2,2000,1,43879
0.46,0.2,0.04,0.45,0.25,10,4,1,1,0,10000,3,58939
0.28,0.3,0.8,0.17,0.7,3,3,2,4,0,4000,3,94960
0.43,0.25,0.03,0.12,0.01,5,4,2,4,0,10000,4,119635
0.39,0.82,0.08,0.59,0.52,5,7,0,1,0,4000,4,82123
0.31,0.33,0.59,0.76,0.8,3,7,2,4,2,5000,1,97458
0.75,0.26,0.24,0.77,0.55,14,5,2,1,1,3000,1,48881
0.26,0.61,0.04,0.59,0.65,14,7,1,5,2,5000,2,115716
0.46,0.44,0.12,0.41,0.6,7,3,1,4,0,3000,2,38867
0.05,0.48,0.27,0.23,0.17,7,7,0,2,2,8000,3,119040
0.11,0.61,0.81,0.07,0.82,7,4,1,6,0,2000,2,50642
0.46,0.9,0.84,0.11,0.41,5,3,2,6,2,4000,1,46036
0.37,0.7,0.62,0.51,0.5,14,7,0,1,0,5000,1,24480
0.63,0.96,0.93,0.51,0.82,3,10,1,3,1,6000,2,121749
0.95,0.88,0.52,0.74,0.23,10,10,1,4,0,6000,2,71180
0.54,0.42,0.32,0.67,0.83,5,4,1,5,0,4000,4,103162
0.08,0.16,0.89,0.67,0.59,5,10,2,4,2,6000,2,316665
0.39,0.94,0.67,0.85,0.66,3,5,0,5,1,3000,1,22977
0.58,0.11,0.43,0.49,0.55,5,4,1,3,2,10000,2,75343
0.35,0.78,0.46,0.8,0.8,10,4,1,6,0,6000,4,124787
0.84,0.38,0.55,0.72,0.94,10,3,1,4,2,4000,2,55000
0.15,0.34,0.39,0.16,0.93,14,4,2,4,1,6000,2,106126
0.57,0.79,0.22,0.53,0.53,14,4,2,1,1,3000,3,126458
0.99,0.75,0.45,0.58,0.42,14,3,0,3,0,3000,1,13332
0.36,0.76,0.6,0.81,1.0,5,7,0,2,0,5000,4,93427
0.98,0.04,0.25,0.56,0.09,7,3,0,3,1,10000,3,32940
0.12,0.1,0.32,0.03,0.19,7,5,0,5,1,5000,1,24838
0.91,0.75,0.77,0.13,0.26,14,10,2,6,0,6000,1,82951
0.55,0.1,0.08,0.27,0.52,3,4,1,5,0,5000,4,91639
0.62,0.54,0.8,0.25,0.98,10,10,2,4,1,6000,4,521066
0.89,0.09,0.34,0.26,0.31,3,3,0,5,0,8000,2,23969
0.48,0.36,0.7,0.38,0.69,7,3,0,4,0,5000,1,13660
0.75,0.56,0.39,0.42,0.25,5,3,2,5,1,4000,3,97580
0.49,0.05,0.59,0.65,0.3,5,5,2,5,1,3000,1,50848
0.68,0.27,0.9,0.86,0.61,10,7,1,1,1,10000,4,145120
0.82,0.93,0.31,0.87,0.49,10,5,2,1,2,5000,3,213921
0.22,0.78,0.81,0.03,0.13,7,5,1,4,0,10000,2,49092
0.7,0.05,0.4,0.33,0.61,5,3,0,6,2,5000,2,34893
0.15,0.18,0.76,0.45,0.96,10,7,1,4,0,10000,3,117846
0.03,0.08,0.28,0.98,0.09,14,5,2,5,2,5000,1,56654
0.11,0.59,0.98,0.48,0.49,14,4,0,1,0,6000,3,36164
0.8,0.45,0.99,0.41,0.26,5,7,0,2,2,2000,2,58816
0.25,0.74,0.88,0.34,0.43,14,7,2,1,1,6000,3,219539
0.37,0.26,0.51,0.31,0.12,14,4,2,3,1,4000,3,102299
0.94,0.25,0.65,0.29,0.47,5,4,0,1,0,3000,2,26228
0.77,0.61,0.74,0.98,0.68,14,3,1,4,1,10000,2,46456
0.65,0.68,0.17,0.17,0.19,14,10,1,6,0,10000,1,47081
0.01,0.54,0.8,0.07,0.78,5,3,1,3,2,8000,2,54478
0.99,0.98,0.32,0.55,0.83,7,10,0,3,0,4000,1,43929
0.63,0.1,0.07,0.87,0.44,14,5,2,1,1,4000,2,97152
0.92,0.96,0.26,0.43,0.83,5,10,1,6,0,5000,2,135445
0.55,0.02,0.69,0.76,0.8,7,4,2,5,0,3000,4,177551
0.26,0.54,0.39,0.62,0.58,14,10,2,2,2,6000,1,138469
0.58,0.13,0.48,0.27,0.45,5,5,1,2,0,10000,1,27419
0.75,0.38,0.25,0.27,0.9,14,4,2,4,0,6000,2,87313
0.1,0.98,0.99,0.66,0.5,10,4,2,2,0,6000,1,37220
0.92,0.17,0.12,0.82,0.01,5,4,0,1,0,8000,4,42060
0.11,0.91,0.51,0.63,0.67,14,7,2,4,0,2000,1,65346
0.37,0.8,0.29,0.92,0.24,14,5,1,6,0,8000,1,29125
0.05,0.48,0.42,0.75,0.86,5,4,1,3,1,10000,3,82350
0.0,0.73,0.99,0.46,0.75,5,3,1,3,1,8000,4,81668
0.02,0.69,0.44,0.97,0.67,10,5,0,1,0,8000,4,71971
0.09,0.09,0.84,0.99,0.22,7,3,1,5,1,2000,4,91439
0.77,0.47,0.52,0.02,0.77,5,7,1,5,0,4000,2,88150
0.57,0.62,0.16,0.61,0.78,14,4,2,4,2,6000,1,69666
0.66,0.49,0.61,0.36,0.37,14,7,0,3,1,10000,1,33022
0.38,0.69,0.24,0.02,0.09,10,5,1,6,2,6000,2,66649
0.98,0.55,0.01,0.94,0.9,7,4,0,4,1,4000,3,62389
0.46,0.71,0.67,0.14,0.3,14,4,0,1,2,8000,2,33770
0.71,0.4,0.14,0.27,0.16,14,7,1,5,2,2000,4,224617
1.0,0.88,0.72,0.37,0.92,3,10,1,6,1,4000,4,272527
0.78,0.13,0.84,0.14,0.84,7,7,0,6,2,2000,1,47239
0.22,0.7,0.34,0.28,0.05,5,4,0,3,1,3000,2,33918
0.89,0.89,0.28,0.06,0.49,14,4,0,6,1,8000,4,63919
0.99,0.07,0.94,0.54,0.93,7,3,1,1,0,10000,3,59158
0.75,0.06,0.12,0.37,0.0,5,7,0,6,0,4000,2,39756
0.88,0.74,0.23,0.82,0.79,3,10,0,2,0,2000,4,145597
0.31,0.01,0.96,0.26,0.7,3,10,2,3,2,8000,3,435996
0.81,0.14,0.57,0.47,0.59,14,4,1,3,0,6000,3,68666
0.12,0.84,0.09,0.62,0.72,5,7,0,3,2,2000,2,110529
0.07,0.26,0.05,0.35,0.56,14,7,0,6,0,2000,4,107977
0.88,0.79,0.36,0.26,0.76,5,5,0,4,2,2000,4,136321
0.04,0.43,0.19,0.55,0.99,7,5,2,5,0,6000,3,159766
0.23,0.92,0.8,0.63,0.85,10,4,2,1,1,4000,1,50894
0.28,0.05,0.36,0.62,0.35,7,7,0,2,2,3000,1,30410
0.94,0.9,0.32,0.04,0.63,7,3,2,5,0,3000,1,26412
0.78,0.94,0.09,0.99,0.02,7,5,2,4,2,5000,1,62944
0.17,0.02,0.72,0.37,0.23,7,3,2,2,0,2000,2,48239
0.31,0.79,0.57,0.87,0.06,5,7,2,1,0,4000,1,48282
0.72,0.18,0.88,0.97,0.65,14,5,1,6,2,4000,1,45187
0.96,0.49,0.76,0.7,0.84,10,10,2,1,1,8000,3,346041
0.23,0.75,0.07,0.01,0.39,14,4,1,6,0,3000,1,17997
0.13,0.03,0.21,0.05,0.61,7,3,0,5,1,8000,1,17031
0.88,0.62,0.17,0.55,0.35,5,5,2,5,1,3000,1,51258
0.03,0.41,0.49,0.94,0.01,3,7,2,4,2,2000,1,82944
0.44,0.26,0.78,0.9,1.0,14,5,2,6,0,8000,2,114875
0.85,0.31,0.7,0.99,0.86,3,3,1,4,1,5000,2,44554
0.22,0.63,0.83,0.07,0.21,10,5,1,2,1,3000,3,82164
0.25,0.58,0.63,0.66,0.57,5,4,0,3,1,10000,1,14871
0.79,0.57,0.64,0.89,0.84,3,5,0,1,2,10000,4,104409
0.01,0.89,0.12,0.38,0.44,5,10,0,3,2,4000,4,229206
0.79,0.54,0.32,0.57,0.19,5,10,2,5,1,4000,2,173193
0.95,0.24,0.67,0.88,0.8,5,7,1,3,2,3000,1,63931
0.89,0.69,0.13,0.91,0.11,7,4,0,6,2,2000,2,45033
0.96,0.1,0.8,0.73,0.17,7,10,0,5,2,5000,1,52814
0.09,0.11,0.11,0.44,0.54,7,10,2,1,2,6000,3,427998
0.97,0.17,0.69,0.38,0.52,3,5,0,4,2,10000,2,57062
0.61,0.15,0.91,0.48,0.17,14,5,1,3,0,8000,1,20016
0.72,0.48,0.0,0.18,0.21,7,10,0,6,0,3000,2,47504
0.28,0.49,0.28,0.21,0.13,14,3,0,4,1,6000,2,28230
0.13,0.63,0.01,0.04,0.21,3,5,2,6,0,3000,2,82016
0.5,0.85,0.13,0.88,0.24,5,3,0,5,0,5000,3,27430
0.4,0.0,0.98,0.06,0.72,14,4,1,4,1,4000,4,118687
0.54,0.13,0.07,0.02,0.16,14,3,1,6,2,8000,1,27024
0.87,0.04,0.94,0.58,0.96,5,3,0,3,0,10000,3,39222
0.39,0.15,0.08,0.87,0.94,10,7,0,5,0,4000,4,138963
0.84,0.84,0.91,0.46,0.75,3,7,0,6,1,3000,1,43345
0.39,0.36,0.3,0.29,0.76,7,5,2,1,1,5000,4,239687
0.6,0.19,0.22,0.42,0.01,14,7,0,4,0,3000,2,34590
0.88,0.12,0.3,0.15,0.22,10,4,2,3,2,6000,3,154690
0.1,0.51,0.51,0.89,0.04,10,10,2,5,0,8000,4,283445
0.72,0.91,0.71,0.66,0.57,10,5,0,2,2,4000,2,69380
0.96,0.28,0.46,0.96,0.89,3,5,2,2,0,3000,3,141280
0.69,0.08,0.71,0.37,0.67,10,7,0,3,2,4000,3,143661
0.92,0.56,0.27,0.33,0.45,14,5,2,6,1,3000,3,164966
0.56,0.99,0.27,0.39,0.73,14,7,0,4,0,4000,2,42518
0.29,0.02,0.7,0.01,0.33,14,5,2,1,1,3000,4,185020
