name,slug,region,category,description,short_description,highlights,best_season,best_months,difficulty,min_days,max_days,base_price_per_day,image_url,latitude,longitude,tags,is_featured
Hillpark,hillpark,Hilly,Nature,"Hillpark is a popular nature destination in the Hilly region of Nepal. Known for its hills, picnic spot, park, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Hillpark — a beautiful nature destination in Nepal.,Hills|Picnic Spot|Park,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/hillpark.jpg,27.5001,80.9375,"hills,picnic spot,park",False
Manimukunda Sen Uddhan (Fulbari),manimukunda-sen-uddhan-fulbari,Hilly,Nature,"Manimukunda Sen Uddhan (Fulbari) is a popular nature destination in the Hilly region of Nepal. Known for its park, garden, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Manimukunda Sen Uddhan (Fulbari) — a beautiful nature destination in Nepal.,Park|Garden|Scenery,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/manimukunda-sen-uddhan-fulbari.jpg,27.5718,87.9445,"park,garden,scenery",False
Dandakhola,dandakhola,Hilly,Nature,"Dandakhola is a popular nature destination in the Hilly region of Nepal. Known for its river, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Dandakhola — a beautiful nature destination in Nepal.,River|Scenery,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/dandakhola.jpg,28.216,87.7822,"river,scenery",False
Narayansthan,narayansthan,Hilly,Nature,"Narayansthan is a popular nature destination in the Hilly region of Nepal. Known for its hill, scenery, river, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Narayansthan — a beautiful nature destination in Nepal.,Hill|Scenery|River|Temple,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/narayansthan.jpg,26.5554,84.1205,"hill,scenery,river,temple",False
Durga Temple,durga-temple,Hilly,Cultural,"Durga Temple is a popular cultural destination in the Hilly region of Nepal. Known for its temple, hindu, religious, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Durga Temple — a beautiful cultural destination in Nepal.,Temple|Hindu|Religious|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/durga-temple.jpg,28.9869,86.5958,"temple,hindu,religious",False
Siddhartha Nagar,siddhartha-nagar,Hilly,Nature,"Siddhartha Nagar is a popular nature destination in the Hilly region of Nepal. Known for its park, scenery, tour, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Siddhartha Nagar — a beautiful nature destination in Nepal.,Park|Scenery|Tour,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/siddhartha-nagar.jpg,29.2326,80.8936,"park,scenery,tour",False
Tilaurakot Museum,tilaurakot-museum,Hilly,Cultural,"Tilaurakot Museum is a popular cultural destination in the Hilly region of Nepal. Known for its museum, sculpture, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Tilaurakot Museum — a beautiful cultural destination in Nepal.,Museum|Sculpture|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/tilaurakot-museum.jpg,28.8676,85.7266,"museum,sculpture",False
Gotihawa,gotihawa,Hilly,Cultural,"Gotihawa is a popular cultural destination in the Hilly region of Nepal. Known for its historical, cultural, religious, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Gotihawa — a beautiful cultural destination in Nepal.,Historical|Cultural|Religious|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/gotihawa.jpg,28.9185,87.9846,"historical,cultural,religious",False
Nigrodharam,nigrodharam,Hilly,Cultural,"Nigrodharam is a popular cultural destination in the Hilly region of Nepal. Known for its sightseeing, scenery, historical, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Nigrodharam — a beautiful cultural destination in Nepal.,Sightseeing|Scenery|Historical|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/nigrodharam.jpg,27.6113,84.2805,"sightseeing,scenery,historical",False
Araurakot,araurakot,Hilly,Cultural,"Araurakot is a popular cultural destination in the Hilly region of Nepal. Known for its historical, cultural, religious, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Araurakot — a beautiful cultural destination in Nepal.,Historical|Cultural|Religious|Temple|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/araurakot.jpg,29.0422,82.7809,"historical,cultural,religious,temple",False
Kudan,kudan,Hilly,Cultural,"Kudan is a popular cultural destination in the Hilly region of Nepal. Known for its site, historical, temple, buddhist, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Kudan — a beautiful cultural destination in Nepal.,Site|Historical|Temple|Buddhist|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/kudan.jpg,27.8902,81.6968,"site,historical,temple,buddhist",False
Sawarikot,sawarikot,Hilly,Nature,"Sawarikot is a popular nature destination in the Hilly region of Nepal. Known for its scenery, river, hill, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Sawarikot — a beautiful nature destination in Nepal.,Scenery|River|Hill,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/sawarikot.jpg,28.1101,80.383,"scenery,river,hill",False
"Bijauri, Chillikot",bijauri-chillikot,Hilly,Cultural,"Bijauri, Chillikot is a popular cultural destination in the Hilly region of Nepal. Known for its temple, hindu, hill, river, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.","Explore Bijauri, Chillikot — a beautiful cultural destination in Nepal.",Temple|Hindu|Hill|River|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/bijauri-chillikot.jpg,29.1367,84.5505,"temple,hindu,hill,river",False
Gorakshya Ratna Nath Temple,gorakshya-ratna-nath-temple,Hilly,Cultural,"Gorakshya Ratna Nath Temple is a popular cultural destination in the Hilly region of Nepal. Known for its hindu, temple, religious, sculpture, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Gorakshya Ratna Nath Temple — a beautiful cultural destination in Nepal.,Hindu|Temple|Religious|Sculpture|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/gorakshya-ratna-nath-temple.jpg,28.5713,82.2449,"hindu,temple,religious,sculpture",False
Charinge Daha- Ghorahi Dang,charinge-daha-ghorahi-dang,Hilly,Nature,"Charinge Daha- Ghorahi Dang is a popular nature destination in the Hilly region of Nepal. Known for its lake, scenery, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Charinge Daha- Ghorahi Dang — a beautiful nature destination in Nepal.,Lake|Scenery|Temple,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/charinge-daha-ghorahi-dang.jpg,28.5046,82.4829,"lake,scenery,temple",False
Ganeshpur Park- Tulsipur Dang,ganeshpur-park-tulsipur-dang,Hilly,Nature,"Ganeshpur Park- Tulsipur Dang is a popular nature destination in the Hilly region of Nepal. Known for its park, scenery, tour, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Ganeshpur Park- Tulsipur Dang — a beautiful nature destination in Nepal.,Park|Scenery|Tour,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/ganeshpur-park-tulsipur-dang.jpg,28.3071,82.7339,"park,scenery,tour",False
Ambikeshwari temple,ambikeshwari-temple,Hilly,Cultural,"Ambikeshwari temple is a popular cultural destination in the Hilly region of Nepal. Known for its temple, religious, hindu, cultural, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Ambikeshwari temple — a beautiful cultural destination in Nepal.,Temple|Religious|Hindu|Cultural|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/ambikeshwari-temple.jpg,26.8427,83.3105,"temple,religious,hindu,cultural",False
Barhakune Daha (Baraha Chhetra),barhakune-daha-baraha-chhetra,Hilly,Nature,"Barhakune Daha (Baraha Chhetra) is a popular nature destination in the Hilly region of Nepal. Known for its pond, lake, temple, boat tour, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Barhakune Daha (Baraha Chhetra) — a beautiful nature destination in Nepal.,Pond|Lake|Temple|Boat Tour,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,4500,/images/destinations/barhakune-daha-baraha-chhetra.jpg,27.4392,83.4791,"pond,lake,temple,boat tour",False
Purandhara Waterfall,purandhara-waterfall,Hilly,Nature,"Purandhara Waterfall is a popular nature destination in the Hilly region of Nepal. Known for its waterfall, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Purandhara Waterfall — a beautiful nature destination in Nepal.,Waterfall|Scenery,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,4500,/images/destinations/purandhara-waterfall.jpg,27.3937,85.351,"waterfall,scenery",False
"Jakhera Lake(Lamahi,  Dang )",jakhera-lakelamahi-dang-,Hilly,Nature,"Jakhera Lake(Lamahi,  Dang ) is a popular nature destination in the Hilly region of Nepal. Known for its lake, temple, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.","Explore Jakhera Lake(Lamahi,  Dang ) — a beautiful nature destination in Nepal.",Lake|Temple|Scenery,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/jakhera-lakelamahi-dang-.jpg,27.4128,83.2752,"lake,temple,scenery",False
Pandabeshwar Mahadev temple (Dharapani temple),pandabeshwar-mahadev-temple-dharapani-temple,Hilly,Cultural,"Pandabeshwar Mahadev temple (Dharapani temple) is a popular cultural destination in the Hilly region of Nepal. Known for its hindu, temple, scenary, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Pandabeshwar Mahadev temple (Dharapani temple) — a beautiful cultural destination in Nepal.,Hindu|Temple|Scenary|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/pandabeshwar-mahadev-temple-dharapani-temple.jpg,28.204,80.7855,"hindu,temple,scenary",False
"Chisapani, Banke",chisapani-banke,Hilly,Adventure,"Chisapani, Banke is a popular adventure destination in the Hilly region of Nepal. Known for its scenary, beauty, hiking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.","Explore Chisapani, Banke — a beautiful adventure destination in Nepal.",Scenary|Beauty|Hiking|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,3,7,5000,/images/destinations/chisapani-banke.jpg,26.8557,82.7564,"scenary,beauty,hiking",False
Siwalik Hills,siwalik-hills,Hilly,Nature,"Siwalik Hills is a popular nature destination in the Hilly region of Nepal. Known for its mountain, hills, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Siwalik Hills — a beautiful nature destination in Nepal.,Mountain|Hills|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,4500,/images/destinations/siwalik-hills.jpg,28.1764,81.2726,"mountain,hills,trekking",False
Paklihawa,paklihawa,Hilly,Nature,"Paklihawa is a popular nature destination in the Hilly region of Nepal. Known for its scenery, tour, hiking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Paklihawa — a beautiful nature destination in Nepal.,Scenery|Tour|Hiking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/paklihawa.jpg,29.176,83.3812,"scenery,tour,hiking",False
Phoksundo lake,phoksundo-lake,Himalayan,Nature,"Phoksundo lake is a popular nature destination in the Himalayan region of Nepal. Known for its lake, hiking, trekking, hills, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Phoksundo lake — a beautiful nature destination in Nepal.,Lake|Hiking|Trekking|Hills|Mountains,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3900,/images/destinations/phoksundo-lake.jpg,29.2345,80.723,"lake,hiking,trekking,hills,mountains,scenery",False
Shey Gompa,shey-gompa,Himalayan,Cultural,"Shey Gompa is a popular cultural destination in the Himalayan region of Nepal. Known for its monastery, buddhist, hills, mountains, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Shey Gompa — a beautiful cultural destination in Nepal.,Monastery|Buddhist|Hills|Mountains|Hiking|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/shey-gompa.jpg,29.4857,87.3553,"monastery,buddhist,hills,mountains,hiking,trekking",False
Shey Phoksundo National Park,shey-phoksundo-national-park,Himalayan,Wildlife,"Shey Phoksundo National Park is a popular wildlife destination in the Himalayan region of Nepal. Known for its national park, natural beauty, scenery, forest, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking wildlife experiences.",Explore Shey Phoksundo National Park — a beautiful wildlife destination in Nepal.,National Park|Natural Beauty|Scenery|Forest|Wildlife,Autumn (Sep-Nov),"1,2,3,10,11,12",Moderate,2,5,5200,/images/destinations/shey-phoksundo-national-park.jpg,28.7262,82.6677,"national park,natural beauty,scenery,forest,wildlife,monastery",False
Bon religion in dolpo,bon-religion-in-dolpo,Himalayan,Cultural,"Bon religion in dolpo is a popular cultural destination in the Himalayan region of Nepal. Known for its Bon religion, monastery, buddhist, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Bon religion in dolpo — a beautiful cultural destination in Nepal.,Bon Religion|Monastery|Buddhist|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/bon-religion-in-dolpo.jpg,26.7419,85.8716,"bon religion,monastery,buddhist",False
Dho Tarap valley,dho-tarap-valley,Himalayan,Cultural,"Dho Tarap valley is a popular cultural destination in the Himalayan region of Nepal. Known for its Bon religion, monastery, buddhist, history, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Dho Tarap valley — a beautiful cultural destination in Nepal.,Bon Religion|Monastery|Buddhist|History|Village|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/dho-tarap-valley.jpg,26.5781,80.0794,"bon religion,monastery,buddhist,history,village",False
Ringmo,ringmo,Himalayan,Cultural,"Ringmo is a popular cultural destination in the Himalayan region of Nepal. Known for its Bon religion, monastery, buddhist, village, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Ringmo — a beautiful cultural destination in Nepal.,Bon Religion|Monastery|Buddhist|Village|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/ringmo.jpg,28.7161,83.4346,"bon religion,monastery,buddhist,village",False
Suligad waterfall,suligad-waterfall,Himalayan,Nature,"Suligad waterfall is a popular nature destination in the Himalayan region of Nepal. Known for its waterfall, scenery, hiking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Suligad waterfall — a beautiful nature destination in Nepal.,Waterfall|Scenery|Hiking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3900,/images/destinations/suligad-waterfall.jpg,27.2775,86.2309,"waterfall,scenery,hiking",False
Rara Lake,rara-lake,Himalayan,Nature,"Rara Lake is a popular nature destination in the Himalayan region of Nepal. Known for its lake, pond, camping, horseriding, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Rara Lake — a beautiful nature destination in Nepal.,Lake|Pond|Camping|Horseriding|Boating,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3900,/images/destinations/rara-lake.jpg,26.7424,84.7991,"lake,pond,camping,horseriding,boating",False
Rafting and Kayaking in Karnali,rafting-and-kayaking-in-karnali,Himalayan,Adventure,"Rafting and Kayaking in Karnali is a popular adventure destination in the Himalayan region of Nepal. Known for its rafting, river, adventure, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Rafting and Kayaking in Karnali — a beautiful adventure destination in Nepal.,Rafting|River|Adventure|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,9750,/images/destinations/rafting-and-kayaking-in-karnali.jpg,28.3233,85.0003,"rafting,river,adventure",False
Rara National Park,rara-national-park,Himalayan,Wildlife,"Rara National Park is a popular wildlife destination in the Himalayan region of Nepal. Known for its national park, wildlife, lake, pond, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking wildlife experiences.",Explore Rara National Park — a beautiful wildlife destination in Nepal.,National Park|Wildlife|Lake|Pond,Autumn (Sep-Nov),"1,2,3,10,11,12",Moderate,2,5,5200,/images/destinations/rara-national-park.jpg,28.9668,87.7699,"national park,wildlife,lake,pond",False
mugu,mugu,Himalayan,Nature,"mugu is a popular nature destination in the Himalayan region of Nepal. Known for its village, hills, mountains, mountain cycling, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore mugu — a beautiful nature destination in Nepal.,Village|Hills|Mountains|Mountain Cycling|Paragliding,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,5850,/images/destinations/mugu.jpg,26.8915,83.0064,"village,hills,mountains,mountain cycling,paragliding",False
Thakur Jiu temple,thakur-jiu-temple,Himalayan,Cultural,"Thakur Jiu temple is a popular cultural destination in the Himalayan region of Nepal. Known for its hindu, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Thakur Jiu temple — a beautiful cultural destination in Nepal.,Hindu|Temple|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/thakur-jiu-temple.jpg,28.5811,85.7744,"hindu,temple",False
Chhapru Mahadev,chhapru-mahadev,Himalayan,Cultural,"Chhapru Mahadev is a popular cultural destination in the Himalayan region of Nepal. Known for its hindu, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Chhapru Mahadev — a beautiful cultural destination in Nepal.,Hindu|Temple|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/chhapru-mahadev.jpg,26.6334,84.8704,"hindu,temple",False
Dofya Mahadev,dofya-mahadev,Himalayan,Cultural,"Dofya Mahadev is a popular cultural destination in the Himalayan region of Nepal. Known for its hindu, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Dofya Mahadev — a beautiful cultural destination in Nepal.,Hindu|Temple|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/dofya-mahadev.jpg,28.9013,81.7837,"hindu,temple",False
Thakurnath Mahadev,thakurnath-mahadev,Himalayan,Cultural,"Thakurnath Mahadev is a popular cultural destination in the Himalayan region of Nepal. Known for its hindu, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Thakurnath Mahadev — a beautiful cultural destination in Nepal.,Hindu|Temple|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/thakurnath-mahadev.jpg,27.8241,83.8045,"hindu,temple",False
Tihar Gumba,tihar-gumba,Himalayan,Cultural,"Tihar Gumba is a popular cultural destination in the Himalayan region of Nepal. Known for its buddhist, monastery, gumba, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Tihar Gumba — a beautiful cultural destination in Nepal.,Buddhist|Monastery|Gumba|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/tihar-gumba.jpg,27.1492,83.6515,"buddhist,monastery,gumba",False
Nara La Pass,nara-la-pass,Himalayan,Nature,"Nara La Pass is a popular nature destination in the Himalayan region of Nepal. Known for its mountains, hills, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Nara La Pass — a beautiful nature destination in Nepal.,Mountains|Hills|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,5850,/images/destinations/nara-la-pass.jpg,27.5125,84.3712,"mountains,hills,trekking",False
Chyakpalung,chyakpalung,Himalayan,Nature,"Chyakpalung is a popular nature destination in the Himalayan region of Nepal. Known for its hills, mountains, trekking, natural beauty, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Chyakpalung — a beautiful nature destination in Nepal.,Hills|Mountains|Trekking|Natural Beauty,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,5850,/images/destinations/chyakpalung.jpg,27.3366,81.0516,"hills,mountains,trekking,natural beauty",False
Tso Lamgyok,tso-lamgyok,Himalayan,Nature,"Tso Lamgyok is a popular nature destination in the Himalayan region of Nepal. Known for its hills, mountains, lake, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Tso Lamgyok — a beautiful nature destination in Nepal.,Hills|Mountains|Lake|Trekking|Natural Beauty,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3900,/images/destinations/tso-lamgyok.jpg,27.8931,87.3524,"hills,mountains,lake,trekking,natural beauty",False
Upper Humla Circuit Trek,upper-humla-circuit-trek,Himalayan,Nature,"Upper Humla Circuit Trek is a popular nature destination in the Himalayan region of Nepal. Known for its hills, mountains, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Upper Humla Circuit Trek — a beautiful nature destination in Nepal.,Hills|Mountains|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,5850,/images/destinations/upper-humla-circuit-trek.jpg,27.3896,86.3964,"hills,mountains,trekking",False
Sinja Valley,sinja-valley,Himalayan,Cultural,"Sinja Valley is a popular cultural destination in the Himalayan region of Nepal. Known for its Village, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Sinja Valley — a beautiful cultural destination in Nepal.,Village|Trekking|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/sinja-valley.jpg,27.7412,85.5898,"village,trekking",False
Jumla Bazar,jumla-bazar,Himalayan,Cultural,"Jumla Bazar is a popular cultural destination in the Himalayan region of Nepal. Known for its city, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Jumla Bazar — a beautiful cultural destination in Nepal.,City|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/jumla-bazar.jpg,27.4677,86.8544,city,False
"Tatopani, Jumla",tatopani-jumla,Himalayan,Nature,"Tatopani, Jumla is a popular nature destination in the Himalayan region of Nepal. Known for its pond, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.","Explore Tatopani, Jumla — a beautiful nature destination in Nepal.",Pond,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3900,/images/destinations/tatopani-jumla.jpg,27.7343,84.8518,pond,False
Kalikot,kalikot,Himalayan,Nature,"Kalikot is a popular nature destination in the Himalayan region of Nepal. Known for its village, mountains, hills, rivers, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Kalikot — a beautiful nature destination in Nepal.,Village|Mountains|Hills|Rivers|Rafting,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,5850,/images/destinations/kalikot.jpg,28.5217,84.7823,"village,mountains,hills,rivers,rafting,swimming,fishing",False
"Katarniaghat Wildlife Sanctuary, Bahraich",katarniaghat-wildlife-sanctuary-bahraich,Himalayan,Wildlife,"Katarniaghat Wildlife Sanctuary, Bahraich is a popular wildlife destination in the Himalayan region of Nepal. Known for its wildlife, forest, park, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking wildlife experiences.","Explore Katarniaghat Wildlife Sanctuary, Bahraich — a beautiful wildlife destination in Nepal.",Wildlife|Forest|Park,Autumn (Sep-Nov),"1,2,3,10,11,12",Easy,2,5,5200,/images/destinations/katarniaghat-wildlife-sanctuary-bahraich.jpg,27.7633,83.5447,"wildlife,forest,park",False
"Tikapur Park, Tikapur",tikapur-park-tikapur,Himalayan,Nature,"Tikapur Park, Tikapur is a popular nature destination in the Himalayan region of Nepal. Known for its park, history, forest, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.","Explore Tikapur Park, Tikapur — a beautiful nature destination in Nepal.",Park|History|Forest,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3900,/images/destinations/tikapur-park-tikapur.jpg,29.0212,86.0975,"park,history,forest",False
Bardia National Park,bardia-national-park,Himalayan,Wildlife,"Bardia National Park is a popular wildlife destination in the Himalayan region of Nepal. Known for its wildlife, tour, lakes, river, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking wildlife experiences.",Explore Bardia National Park — a beautiful wildlife destination in Nepal.,Wildlife|Tour|Lakes|River,Autumn (Sep-Nov),"1,2,3,10,11,12",Challenging,2,5,7800,/images/destinations/bardia-national-park.jpg,27.0386,84.292,"wildlife,tour,lakes,river",False
"Kothiyaghat Bridge, Baijnathpurwa",kothiyaghat-bridge-baijnathpurwa,Himalayan,Nature,"Kothiyaghat Bridge, Baijnathpurwa is a popular nature destination in the Himalayan region of Nepal. Known for its river, landmark, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.","Explore Kothiyaghat Bridge, Baijnathpurwa — a beautiful nature destination in Nepal.",River|Landmark,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3900,/images/destinations/kothiyaghat-bridge-baijnathpurwa.jpg,26.9645,85.5033,"river,landmark",False
